0,1,2
0.0,1.1163965463638306,0.961449146270752
1.0,0.8621292114257812,0.9058670401573181
2.0,0.6706817150115967,0.8264608979225159
3.0,0.5312536954879761,0.7254023551940918
4.0,0.44661328196525574,0.6248835325241089
5.0,0.4098540246486664,0.5479702353477478
6.0,0.38565748929977417,0.4987635314464569
7.0,0.35996371507644653,0.4683435559272766
8.0,0.3398505449295044,0.4453965425491333
9.0,0.32602056860923767,0.42160409688949585
10.0,0.3142230808734894,0.39309388399124146
11.0,0.30093738436698914,0.3602672815322876
12.0,0.2871535122394562,0.32599446177482605
13.0,0.27593958377838135,0.2937554121017456
14.0,0.2648404836654663,0.26624640822410583
15.0,0.25724074244499207,0.24452033638954163
16.0,0.24988172948360443,0.22829055786132812
17.0,0.24146030843257904,0.21631209552288055
18.0,0.2341458797454834,0.20704233646392822
19.0,0.2271181344985962,0.19892475008964539
20.0,0.22243477404117584,0.19056591391563416
21.0,0.21794864535331726,0.18120630085468292
22.0,0.21370412409305573,0.17126613855361938
23.0,0.21057537198066711,0.16176512837409973
24.0,0.20584450662136078,0.15350519120693207
25.0,0.2022884339094162,0.14685551822185516
26.0,0.197929248213768,0.1417810320854187
27.0,0.19500970840454102,0.13780075311660767
28.0,0.19186948239803314,0.1344909816980362
29.0,0.18736833333969116,0.13146120309829712
30.0,0.18440359830856323,0.12831854820251465
31.0,0.18240951001644135,0.12483344972133636
32.0,0.17950694262981415,0.12097180634737015
33.0,0.1763778179883957,0.11701388657093048
34.0,0.17432449758052826,0.11351430416107178
35.0,0.17156924307346344,0.11066048592329025
36.0,0.1696976274251938,0.10852742195129395
37.0,0.16802458465099335,0.10715389996767044
38.0,0.16592620313167572,0.10637984424829483
39.0,0.16347186267375946,0.10584934055805206
40.0,0.1614430993795395,0.10531733930110931
41.0,0.15994703769683838,0.10452983528375626
42.0,0.15857863426208496,0.10367750376462936
43.0,0.15582937002182007,0.1027427464723587
44.0,0.1551464945077896,0.10173604637384415
45.0,0.15320098400115967,0.10063093900680542
46.0,0.15189334750175476,0.09951995313167572
47.0,0.1502131223678589,0.09852544218301773
48.0,0.1489633321762085,0.09762084484100342
49.0,0.14787697792053223,0.09673749655485153
50.0,0.146809920668602,0.095949687063694
51.0,0.14594373106956482,0.09515446424484253
52.0,0.14447399973869324,0.09433820098638535
53.0,0.14322414994239807,0.0934922844171524
54.0,0.1421445608139038,0.09268292784690857
55.0,0.1408611238002777,0.09206784516572952
56.0,0.13996607065200806,0.09164734929800034
57.0,0.13898250460624695,0.09133430570363998
